references,language,eng_caption,image_id
Tameṭṭut tameẓyant tesɛa aṭas n tmeskiwin imecṭuḥen deg teftist.,kab_Latn,A young woman carries a lot of colorful scarves on the beach .,318070878_92ead85868.jpg
Raan ceŋ këpuɔth cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke cï looi ke,dik_Latn,A man wearing a black knit cap with a red and white striped headband with a flower on top .,2088910854_c6f8d4f5f9.jpg
Otu nwanyị na-ejide nwa okorobịa na-awụlikwa elu n'ime ọdọ mmiri .,ibo_Latn,a woman catches a young boy jumping into the pool .,2628331789_c7f7d90e5d.jpg
Muana wa balume udi mu dikalu dia mabenesha.,lua_Latn,A boy inside a shopping cart .,3215695965_69fbeba3d5.jpg
Mbua udi ubuluila mu mâyi a bundu pabuipi ne mabue asatu.,lua_Latn,A dog swims in deep water near three ducks .,3587009091_37188fd07e.jpg
"O kilumba uala ni izuatu ia kuzoua, ua mu jokala mu menha.",kmb_Latn,A girl in a bathing suit plays on the surf .,2726262796_03bd63a155.jpg
Kɔc rou ke cath në motocithil ke cath në biäk ke biäk.,dik_Latn,Two people in black leather ride motorcycles .,2968216482_ede65b20a8.jpg
Vatu vavali vakulifuchi lyali nakulifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lyalifuchi lya,cjk_Latn,"Distant surfer rides wave toward shore , two other surfers in background .",3027850131_a7772e0ba0.jpg
Ngui ĩrĩ na mĩkanda ĩrĩ nja ya nyũmba ya mũndũ ũngĩ.,kik_Latn,A leashed dog is in the backyard of someone 's home .,3485599424_94de8ede51.jpg
Amedzro ene nɔ anyi ɖe anyi.,ewe_Latn,Four boys sit in the mud .,3176131893_7181c733aa.jpg
Elenge mwasi alati robe ya motane ya polka dot mpe elamba ya motane na motó azali kosakana na lisano ya rose ya maboko,lin_Latn,A girl in a red polka dot dress and red headband playing with a pink handheld game,3640661245_c8c419524d.jpg
O diiala u bhanga o kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia kijimbuete kia,kmb_Latn,A skateboarder performs a skateboard trick against a graffiti wall .,2796801478_8ebd7e550b.jpg
Ɓiɗɗo mo ɗon mballa ballon bee ɓernde maako.,fuv_Latn,A boy hitting a soccer ball with his chest .,1680126311_b92a2e8e72.jpg
Umugore w'umunyarwandakazi ufite ikinyamakuru yambaye imyenda y'umweru yambaye imyenda y'umweru,kin_Latn,The blonde woman holding a newspaper is smiling at the man in the white shirt .,3222496967_45d468ee66.jpg
Imbwa yabuuta mu cikoti cafiita yaiminina mu mfula ya mabwe.,bem_Latn,A white dog in a black coat is standing in the snow .,2249865945_f432c8e5da.jpg
'N Man wat 'n teken met 'n hond aan 'n leiband hou.,afr_Latn,A man holding a sign with a dog on a leash .,3526805681_38461c0d5d.jpg
Wulu belebeleba dɔ be wuli ka bɔ ka bɔ ka bɔ ka bɔ ka bɔ ka bɔ ka bɔ san fɛ.,dyu_Latn,A wet brown dog jumps up to get a white basketball .,719837187_3e7bf1d472.jpg
Andũ amwe masyaĩtwe na ngũa sya langi mweũ mekalaa ĩũlũ wa ila iĩma.,kam_Latn,Group of children in blue uniforms sitting on steps .,2228022180_9597b2a458.jpg
Athu kiiadi a xikama ku ditadi dia mu tala o ngiji.,kmb_Latn,Two people are sitting on a rock overlooking the river .,148512773_bae6901fd6.jpg
Omugenzi ng'akola ekikwekweto ku ppaaka ya skate.,lug_Latn,The skateboarder is doing a trick at the skate park,3671262694_29fbeb9d95.jpg
Muntu udi ne nsuki mikole udi mudivuaku bu muena maluvu.,lua_Latn,A person with black hair is dressed like a clown .,871290646_307cddd4e7.jpg
Karnuka suna tsallake don su kama ƙwallon baƙin ciki a waje .,hau_Latn,A dog jumps to catch a red ball outside .,661749711_6f408dad62.jpg
Olùkópa síkẹ́ẹ̀tì kan ń rìn lórí àga ìjókòó .,yor_Latn,A skateboarder doing moves on a bench .,3528251308_481a28283a.jpg
Mbwa moko ya brun oyo ememi pinɛ na monɔkɔ na yango .,lin_Latn,A brown dog carrying a tire in its mouth .,2890075175_4bd32b201a.jpg
Mwasi oyo azali na manɛti azali kosala na masini ya kotonga bilamba.,lin_Latn,Woman with glasses working at a sewing machine .,2887171449_f54a2b9f39.jpg
Uuleenda pa ncinga ninshi alifwele umushipi wa mupunda wa malabala kabili ali pa ncinga ya mabelo iya buluu,bem_Latn,Biker in muddy orange shirt riding blue racing bike,2855594918_1d1e6a6061.jpg
Mwana wĩ na ngũa sya bulu ayĩkala kĩthimanĩ kya kũkũna na kũkũna.,kam_Latn,A child in blue sitting on a sled in the snow .,3330680118_4e541889c1.jpg
"Mwanangana umwe uze apwile namutondo wa putulu apwile nakuzata chihande chakusoneka ngwavo, "" Kuzachila. """,cjk_Latn,"A young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says , "" The Rescue . """,3474912569_7165dc1d06.jpg
Eĩtu elĩ me na ngũa ndune sya mũvĩla maendete kũkita mũvĩla.,kam_Latn,Two girls in red soccer uniforms running after a soccer ball .,2866686547_0a67eb899d.jpg
Umwana yambaye imyenda yo koga,kin_Latn,A child wearing swim goggles .,2549968784_39bfbe44f9.jpg
Dogol ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,A dog running in a field of grass and flowers .,1184967930_9e29ce380d.jpg
"Umugore munini ufite umusatsi muremure w'umuhondo wambaye umukara, aryamye ku giti aganira n'umugabo upfukamye iruhande rwe.",kin_Latn,A large woman with long pink hair dressed in black is laying on a tree trunk talking to a man who is crouched down next to her .,1801663973_5ad393caeb.jpg
Wani mai tuƙi na doki yana juyawa mai tsanani .,hau_Latn,A motorcyclist making a sharp turn .,2929405404_1dff5ab847.jpg
Mutu umwe wakuvwimbimbi vyakulya wakuzata chitanda mangana afwe jimbongo.,cjk_Latn,A man in purple plays a guitar for money .,3315353266_70f0bbb1c3.jpg
'n Bruin hond dra iets in sy mond terwyl hy deur sneeu loop.,afr_Latn,A brown dog carries something in his mouth while walking through snow .,400562847_e15aba0aac.jpg
Goɗɗo huɗo ɓorniiɗo ɓorniiɗo e sapatooji laaɓɗi ina ƴeewa e leɗɗe.,fuv_Latn,A person dressed in light blue with white shoes does a back flip in the grass .,2891162278_fbf96be4f4.jpg
Abantu babiri batudde ku ntebe ku luguudo lw'ekibuga .,lug_Latn,Two people sit on a bench on a city street .,804087017_330bcc8c56.jpg
Aqjun amecṭuḥ yettnadi ad d-yettwakkes tabutt tazeggazt.,kab_Latn,A small dog tries to catch a red ball .,661755629_602ea4cf09.jpg
Mũndũũme oonany'a kana e na kamũyũ.,kam_Latn,A man shows a fish to a child .,566384456_97da3c7bd6.jpg
Moto atɛlɛmi na kati ya ebele ya ngalasi ya glasi ya ngalasi.,lin_Latn,A person stands in a vast field of glacial ice .,321229104_3cbaf0f51c.jpg
Mbalu babidi badi banyema mu mâyi pabuipi ne mitshi.,lua_Latn,Two dogs run through the water near trees .,3608752424_01a1cfd8a6.jpg
Nkento mosi ya kele ti velo ya orange ke sala nsaka ti mbwa mosi ya ndombe,kon_Latn,Woman in orange jacket playing with a black dog,2422482455_b98d9c2120.jpg
Umuntu uwalebomba pa skateboard alaponena pa nshi ya pali shitima.,bem_Latn,A skateboarder slides down a stair rail in the dark .,3588417747_b152a51c52.jpg
Aqcic s tqecṭit tamellalt yeqqim deg yiwet n tkebbanit s tmes n usefru n useklu.,kab_Latn,A boy in a black shirt is inside a structure with wooden ceiling beams .,518789868_8895ef8792.jpg
Nyɔnu ɖetugbui siwo le alɔgbɔnu dzĩ me la dometɔ eve le nu ƒom.,ewe_Latn,Two smiling young women in brown converse .,3437107047_715c60e9c8.jpg
Ụmụ nwanyị abụọ na-amụmụ ọnụ ọchị na-ese foto .,ibo_Latn,Two smiling women pose for a picture .,3113682377_14fc7b62b0.jpg
Kɔc karou aa bɛ̈n piny në këdït apɛi ye kek ya cuat thïn.,dik_Latn,Two kids slide down a giant inflatable slide .,537758332_8beb9cf522.jpg
"O diiala ni muhatu a zuata o izuatu ia xikatela, a mu kuenda ni maku.",kmb_Latn,Man and woman wearing black walk with arms around each other .,268365231_a0acecdc45.jpg
Mũndũ wĩ na kĩkũtha kya langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi wa langi,kam_Latn,Person with blue helmet and purple pants is rock climbing .,111537222_07e56d5a30.jpg
nsongakaji mukese uvua ne tshisamuna tshia mâyi tshia maluba wakanyema mu musenga ku muelelu wa mâyi,lua_Latn,a little girl in a flowered bathingsuit runs through the sand at the beach,1408958345_68eea9a4e4.jpg
Imbwa yabuuta ne yabuuta ilapupuka mu lwelele pa kuti ikwate umufrisbee.,bem_Latn,A black and white dog jumps up in the air to catch a Frisbee .,460781612_6815c74d37.jpg
Mwana-bakala mosi ke nata basket-ball na ntwala ya nzo mosi ya mpembe.,kon_Latn,a boy is holding a basketball up in front of a white house .,2568417021_afa68423e5.jpg
Mense waai in 'n rivier .,afr_Latn,People wading in a river .,219301553_d2fffe9e0c.jpg
Umugabo yicaye ku buriri hanze y'ikibuga cy'imyidagaduro,kin_Latn,A man sits on a couch outside under an overpass .,1521623639_4bda3407cc.jpg
Mbuta-muntu mosi me vanda.,kon_Latn,An old man sits .,1387443857_602ab6f9bf.jpg
Vier swart honde hardloop oor gras.,afr_Latn,Four black dogs running over grass .,2855667597_bf6ceaef8e.jpg
Ciin koor acï bɛ̈n tëëk në kë ye kek ya cuat thïn.,dik_Latn,Little girl is jumping up in the sprinklers getting soaked .,838074897_9d6270b3cd.jpg
Twee seuns spring in 'n swembad .,afr_Latn,Two boys are jumping into a pool .,3564543247_05cdbc31cf.jpg
"Umwanakashi umukalamba uuleikala pa nkambi, ninshi abantu bali mupepi.",bem_Latn,"An old woman sitting on a bench , with people around .",2938072630_d641b63e4d.jpg
Ọkùnrin kan tí ó ń gbá cricket,yor_Latn,A man playing cricket,2521938802_853224f378.jpg
"Nyɔnu aɖe si le avuvi siwo ƒe ɖa le didi, siwo ƒe ŋkɔ nye adzo le afisia la ɖem le avuviwɔƒe aɖe.",ewe_Latn,"A woman showing a long haired , large black pedigree dog at a dog show .",2616673985_fa4354cc53.jpg
Abakashana bane abakashana abakwata umushishi wafiita balaya mu muputule wa pa muulu ukuya ku ciibi ca ma locker.,bem_Latn,Four dark-haired girls walk the hall toward a bank of lockers .,3249891130_b241591e89.jpg
Muntu udi utambula muana mu tshibuashi udi kayi ne tshingu.,lua_Latn,A baby is lifted into the air by a man wearing no shirt .,3726730085_2468ee9220.jpg
Cɛkɔrɔba dɔ tun be fani ɲumanw don ani a tun be juruw tigɛ lɔgɔ kan.,dyu_Latn,Older man in a nice outfit and tie does the splits on a wood floor .,3458625738_297857369c.jpg
argaz yesɛan tiṭij n yiṭij d akerḍaf.,kab_Latn,a man wears sunglasses and a hat .,2737759676_4bc9be2daf.jpg
bana-babakala zole kebula na masa ya mvindu,kon_Latn,two boys playing in dirty water,2674784195_704f6b79d0.jpg
Ajá funfun àti aláwọ̀ brown náà dúró níwájú igbó pẹ̀lú ahọ́n rẹ̀ tó ń jáde .,yor_Latn,The white and brown dog stands in front of the woods with its tongue hanging out .,2402462857_7684848704.jpg
O muhatu ua zuata o phutu ia xikatela ni mbangala ia América.,kmb_Latn,The woman is wearing a black hat with an American flag on it .,270864951_1737ae5479.jpg
yiwen n weqcic amecṭuḥ yettɛeddi deg teftist deg teftist,kab_Latn,a young child running along the shore at a beach,2805822564_6dee48e506.jpg
Andũ aingĩ nĩmagomanĩte.,kik_Latn,A large group of people are gathered .,3225037367_a71fa86319.jpg
Dhäkaria ku nyan koor kek cath në thääp në kuɔ̈r cï dëŋ piny ke kääc.,dik_Latn,A woman and a young girl riding a sled down a snowy hill while standing .,2141713971_e25eb12712.jpg
Bantu zole ya ke nwanaka ke simbaka maboko mpi ke vukisaka ntu.,kon_Latn,Two wrestlers grasp hands and put heads together .,3315726723_64c9b0a945.jpg
"Mata biyu suna magana a cikin cellphones , da takardun bayani bayansu .",hau_Latn,"Two women talking on cellphones , with posters behind them .",3534668485_6887629ff0.jpg
Karnukan suna gudu a cikin ƙanƙara suna cire ƙara da mutum .,hau_Latn,The dogs run in the snow pulling a sled with a person .,3113322995_13781860f2.jpg
Mbua mutoke uvua ne tshingoma tshia bukalanga uvua ulonda bola wa bukalanga.,lua_Latn,A brown dog in a red harness chasing a red ball .,512634877_d7ad8c8329.jpg
Yara uku suna wasa da ƙwallo kusa da taru na ƙwallo a bakin teku .,hau_Latn,three boys play with a football near a volleyball net at the beach .,3654869593_c8599a8e20.jpg
Ciana ithatũ ciikarĩte thĩ.,kik_Latn,Three children sitting on the ground .,2612608861_92beaa3d0b.jpg
Bana babidi bavua ne bilamba bia muinshi muinshi bavua benda mu njila wa kuimana.,lua_Latn,Two children wearing denim walk on a runway .,3673484638_dce87295fe.jpg
Aqjun yeṣṣan deg wedfel yettḥeǧǧu.,kab_Latn,Dog standing in snow barking .,3189251454_03b76c2e92.jpg
Mwana mosi ya me lwata bilele ya buluu me vanda na zulu ya mpunda na kati ya neze.,kon_Latn,A child in blue sitting on a sled in the snow .,3330680118_4e541889c1.jpg
Mwanakazi uze apwile nakuvumbika pakati ka mapunga avali a mbuto ya mbuto.,cjk_Latn,A woman waving from between two piles of dried corn husk .,3003612178_8230d65833.jpg
Mũndũ wĩ mũvĩla wa mũvĩla e na namba ya 25.,kam_Latn,A football player has the number 25 .,2837799692_2f1c50722a.jpg
Mbwa mosi ya ndombe kebula na neze.,kon_Latn,A brown dog plays in the snow .,2331510788_986809bbb4.jpg
Mbwa mosi ya mpembe ke tambula ti bola ya ndombe na munoko na yandi.,kon_Latn,A white dog is running with a brown ball in its mouth .,3440104178_6871a24e13.jpg
Aṭas n medden i d-yeffɣen s lsas.,kab_Latn,Many individuals with coverings on their heads crowded together .,3512033659_7e8a0c2ffa.jpg
O mɔgɔ be nɛgɛso boli sira kan suu fɛ.,dyu_Latn,The person is bicycling on the street at nighttime .,3243094580_ccd01679f5.jpg
Cämëny ke ye jɔ̈ɔ̈l.,dik_Latn,Boys playing soccer .,2678612999_893ed671f8.jpg
A na-acha ọcha nkịta na-agba gburugburu a tumbleweed na a ájá dune .,ibo_Latn,A white dog is running around a tumbleweed on a sand dune .,308307853_5a51fbdecc.jpg
Bambwa mibale ya mpɛmbɛ bazali kosakana na nɛjɛ .,lin_Latn,Two white dogs are playing in the snow .,2319175397_3e586cfaf8.jpg
Taqcict meẓẓiyit deg uselway n tnewla,kab_Latn,Young girl in tunnel slide,2363540508_9dd1ccf7c7.jpg
ትልቅ እንጨት የተሸከመ ሸሚዝ የለበሰ ትንሽ ጥቁርና ነጭ ውሻ .,amh_Ethi,A small black and white dog on a leash wearing a shirt carrying a large stick .,2125454445_5c5c4bf906.jpg
Mo ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,A bicyclist getting ready to cross a street .,1143373711_2e90b7b799.jpg
Masua avua mu tshibandabandabanda tshia kabalu ku mâyi.,lua_Latn,A boat suspended by a cable over the water .,3225310099_d8e419ba56.jpg
Muntu mosi ya kesalaka bansaka ya nkweso yina kele ti bilele ya orange ke na kusosa kutina ti mbwaki yina kebasisa yo na maboko ya muntu yina kebasisa yo,kon_Latn,A football player in an orange jersey tries to escape with the ball from the tackler .,2893515010_4a3d9dcc67.jpg
Omwana ali ku sikaati ng'abuuka mu bbanga .,lug_Latn,The boy on a skateboard is jumping through the air .,3613323772_d15cef66d1.jpg
Mwanaka-pwevo uze apwile nakulishisa jila mujijivu.,cjk_Latn,An elderly woman crosses the road in a city .,495055747_a75872762a.jpg
Paliba imbwa shibili ishipupuka pa lulamba lwa bemba.,bem_Latn,There are two dogs running on the beach outside .,396763804_3b7f1e12a8.jpg
Andũ asu mekĩĩte ngo syĩ na nguthu sya mavia nĩmaendaa kũkuwa nĩ mavia.,kam_Latn,These helmeted people are rock climbing outdoors .,3502343542_f9b46688e5.jpg
Kamwana kamwe kaendete na kĩsululu kya nthĩ kathyũlũlũkĩte ĩlaa.,kam_Latn,A young boy riding a dirt bike through the mud .,3228517564_74b00a923b.jpg
Olùkópa síkẹ́ẹ̀tì kan ń ṣe ẹ̀tàn lórí irin ọwọ́ .,yor_Latn,A skateboarder doing a trick on a handrail .,3342309960_c694b2cce9.jpg
Lɔn mïth ye piath piath në kë ye kɔc ke dhiëth ke tïŋ.,dik_Latn,Children playing soccer on a field while parents watch .,2194495372_bdac7d9e71.jpg
Mwasi moko ya mobange azali kokatisa nzela na engumba moko .,lin_Latn,An elderly woman crosses the road in a city .,495055747_a75872762a.jpg
Wani matashi ya yafa tufafin ruwan baƙi da kuma jaki mai jinkiri da ke ɗauke da ruwa a cikin ruwan baƙin ruwa .,hau_Latn,A young man dressed in blue swimming trunks and a red life jacket waterskiing in a blue lake .,172097783_292c5413d8.jpg
Hayka feere feere feere nder Amerika ɗon maɓɓito nder gese.,fuv_Latn,A wild animal not found in America jumping through a field .,1775029934_e1e96038a8.jpg
Yimɓe tati nder ɓe ɗon njuɓɓina goɗɗo mo ɗon jogii balli.,fuv_Latn,Three football players tackle another player who is holding a ball .,241347067_e58d05dbdc.jpg
Mwana moke asimbi elongi ya mwasi .,lin_Latn,A baby touching a woman 's face .,3143980056_7a64a94b58.jpg
Cɛ dɔ be to ka bɔlɔlɔ dɔ gosi ni furaburu ye.,dyu_Latn,A man in green kick a soccer ball while a man in purple and white is falling down .,3221128704_d1205db79b.jpg
Mukaji udi wenda pa mabue.,lua_Latn,Woman walking on the rocks .,3690107455_0fdb4ecee7.jpg
Imbwa yambaye agapfukamunwa k'umutuku ifungura umunwa wayo munini,kin_Latn,A dog wearing a red hat opens its mouth wide .,393284934_d38e1cd6fe.jpg
Abantu babiri batambula ebweru nga bakutte emikono .,lug_Latn,Two people walk outside while holding hands .,3431194126_ca78f5fde6.jpg
Mũndũ ũraringaga gĩthima kĩnene kĩa maaĩ thĩinĩ wa gĩthaka.,kik_Latn,Person walking across a large puddle of water in a park .,512991147_dc48e6839c.jpg
Ŋutsu aɖe si do awu dzĩ la le zɔzɔm le aŋgba yeyewo dome.,ewe_Latn,A man in a blue shirt is hiking through green foliage .,3256603992_67312b5a36.jpg
Tlata n yiqjun llan deg wedfel.,kab_Latn,Three dogs are in the snow .,3324375078_9441f72898.jpg
"Kavĩsĩ kau kaĩ na ngũa sya kũsũnga sya mbathi sya ndata, na kaĩ na kĩti kya kũkũna vakuvĩ na mũvw'ano wa mũsumaa",kam_Latn,"The tiny girl dressed in a butterfly ballet costume , waves her wand near a nutcracker statue .",2097489021_ca1b9f5c3b.jpg
O dibhanga dia mu di pelepalala ni jingana jê ja ahatu a zuata ku muxi ua kusuka.,kmb_Latn,A bride getting ready with her bridesmaids wearing red .,3211289105_e0360a9c7f.jpg
